timestamp,contributor,run_name,stage,model_type,image_size,batch_size,epochs,lr,weight_decay,train_aug,best_epoch,val_loss,val_precision,val_recall,val_f1,val_iou,test_loss,test_precision,test_recall,test_f1,test_iou,train_time_s,test_time_s,checkpoint_path,notes
2026-04-21 07:09:25,EM,em_segformer_finetune,finetune,segformer,384,4,20,5e-05,0.0001,False,20,0.102818,0.968924,0.976075,0.972486,0.946446,0.11074,0.965637,0.973032,0.969321,0.940468,6413.46,27.35,/content/drive/MyDrive/ass1/dl/em/checkpoints/em_segformer_finetune_best.pt,Longer training and smaller learning rate
2026-04-21 11:47:36,EM,em_segformer_best_checkpoint,best_checkpoint,segformer,384,4,30,3e-05,0.0001,True,29,0.105947,0.973511,0.968163,0.970829,0.943313,0.11198,0.971351,0.965761,0.968548,0.939014,9982.1,28.29,/content/drive/MyDrive/ass1/dl/em/checkpoints/em_segformer_best_checkpoint_best.pt,Final best-checkpoint experiment
2026-04-21 09:00:44,EM,em_segformer_augmentation,augmentation,segformer,384,4,20,5e-05,0.0001,True,20,0.105171,0.967908,0.975063,0.971472,0.944527,0.113264,0.963975,0.972725,0.96833,0.938605,6648.76,28.9,/content/drive/MyDrive/ass1/dl/em/checkpoints/em_segformer_augmentation_best.pt,SegFormer with data augmentation
2026-04-21 05:22:03,EM,em_segformer_baseline,baseline,segformer,352,4,10,0.0001,0.0001,False,8,0.11867,0.970335,0.96427,0.967293,0.936658,0.123499,0.967371,0.963379,0.965371,0.933059,2533.47,22.42,/content/drive/MyDrive/ass1/dl/em/checkpoints/em_segformer_baseline_best.pt,Baseline SegFormer run
